600859,19.55,106826,0.34,1.77,2.31
600858,8.61,85780,0.00,0.00,1.66
600857,16.54,22081,0.03,0.18,0.98
600856,11.34,33419,-0.35,-2.99,1.42
600855,21.70,103497,0.41,1.93,4.44
600854,6.16,151781,-0.18,-2.84,2.92
600853,4.46,108025,0.03,0.68,2.01
600851,8.87,251932,0.12,1.37,3.41
600850,39.00,27386,-1.33,-3.30,1.60
600848,0.00,0,0.00,0.00,0.00
600847,15.65,16157,0.07,0.45,1.21
600846,10.59,433142,0.01,0.09,6.93
600845,36.88,10361,-1.24,-3.25,0.46
600844,7.70,101418,-0.04,-0.52,1.73
600843,12.71,24223,0.05,0.39,1.18
600841,12.10,21455,-0.07,-0.58,0.44
600839,5.07,1102101,0.10,2.01,2.39
600838,9.82,59206,0.02,0.20,1.48
600837,16.94,3491019,0.66,4.05,4.31
600836,16.39,87790,0.09,0.55,2.80
600835,18.46,114330,-0.09,-0.49,1.42
600834,10.38,54645,-0.08,-0.76,1.14
600833,13.41,24789,-0.19,-1.40,1.11
600832,15.14,951300,0.50,3.42,2.99
600831,9.99,186381,0.22,2.25,3.31
600830,10.82,198125,-0.17,-1.55,4.36
600829,10.15,28964,0.13,1.30,0.50
600828,6.21,57771,0.03,0.49,1.01
600827,16.30,239749,0.27,1.68,1.55
600826,20.00,57478,0.11,0.55,1.37
600825,12.87,333993,0.31,2.47,3.20
600824,6.75,83962,0.01,0.15,0.96
600823,12.59,222943,0.40,3.28,1.90
600822,10.99,79353,-0.21,-1.88,2.00
600821,5.95,81750,-0.02,-0.34,1.96
600820,6.76,573062,0.04,0.60,2.83
600819,10.49,115112,-0.28,-2.60,2.12
600818,0.00,0,0.00,0.00,0.00
600817,14.00,11844,-0.02,-0.14,0.80
600816,29.17,229062,-0.35,-1.19,5.05
600815,0.00,0,0.00,0.00,0.00
600814,7.94,46148,-0.08,-1.00,1.49
600812,6.78,178709,0.14,2.11,1.74
600811,8.76,1327312,0.29,3.42,7.96
600810,7.65,81312,0.22,2.96,1.84
600809,21.76,211309,0.79,3.77,2.44
600808,3.03,2302604,0.11,3.77,3.86
600807,10.08,48054,0.13,1.31,1.56
600806,7.86,183941,-0.07,-0.88,4.71
600805,11.61,365613,0.33,2.93,4.31
600804,17.44,220813,0.06,0.35,1.65
600803,13.33,44712,-0.22,-1.62,1.27
600802,8.63,172036,0.02,0.23,4.51
600801,8.98,302716,0.28,3.22,3.12
600800,7.19,145750,0.10,1.41,2.39
600798,5.05,190663,-0.07,-1.37,2.19
600797,8.79,280388,-0.08,-0.90,3.41
600796,7.73,40843,-0.13,-1.65,1.36
600795,3.16,3505197,0.10,3.27,2.28
600794,14.35,91561,-0.44,-2.97,1.99
600793,13.22,5340,-0.17,-1.27,0.51
600792,7.58,39490,0.69,10.01,0.41
600791,6.77,133119,0.01,0.15,2.94
600790,8.61,193049,0.11,1.29,3.12
600789,9.14,207997,-0.09,-0.98,3.58
600787,9.00,341866,-0.05,-0.55,2.03
600785,14.34,57137,-0.03,-0.21,2.75
600784,8.99,384408,-0.29,-3.12,7.74
600783,24.08,258774,0.35,1.47,3.48
600782,5.10,284174,0.23,4.72,2.04
600781,18.90,18341,-0.38,-1.97,1.03
600780,6.40,156724,0.04,0.63,1.37
600779,10.58,275338,0.41,4.03,9.32
600778,9.01,59744,0.05,0.56,1.93
600777,0.00,0,0.00,0.00,0.00
600776,10.18,116245,-0.06,-0.59,1.22
600775,11.72,120888,-0.02,-0.17,1.91
600774,15.79,14876,0.02,0.13,0.85
600773,12.70,107890,0.26,2.09,2.00
600771,25.11,38857,-0.39,-1.53,2.05
600770,9.99,189781,0.00,0.00,1.72
600769,9.33,103380,-0.49,-4.99,2.76
600768,12.42,28914,0.16,1.31,2.16
600767,0.00,0,0.00,0.00,0.00
600766,0.00,0,0.00,0.00,0.00
600765,0.00,0,0.00,0.00,0.00
600764,11.04,37832,-0.18,-1.60,1.15
600763,50.38,10543,0.08,0.16,0.66
600761,12.61,138389,0.32,2.60,2.24
600760,0.00,0,0.00,0.00,0.00
600759,10.54,112728,-0.11,-1.03,0.93
600758,9.73,23445,0.11,1.14,2.04
600757,9.38,176305,0.21,2.29,3.36
600756,24.26,106912,-0.34,-1.38,3.84
600755,10.17,711215,-0.21,-2.02,5.34
600754,0.00,0,0.00,0.00,0.00
600753,14.32,13359,-0.75,-4.98,1.04
600751,11.05,158276,-0.11,-0.99,4.61
600750,20.45,52182,-0.34,-1.64,1.74
600749,0.00,0,0.00,0.00,0.00
600748,11.25,235513,0.28,2.55,2.17
600747,6.78,277581,-0.13,-1.88,2.61
600746,8.72,18093,0.03,0.35,0.59
600745,14.48,26039,-0.30,-2.03,0.80
600744,4.54,228437,0.07,1.57,4.82
600743,4.18,514442,0.12,2.96,2.83
600742,28.57,65125,0.18,0.63,3.08
600741,15.77,212614,0.68,4.51,0.82
600740,6.85,287136,0.18,2.70,4.37
600739,20.60,1294125,0.80,4.04,9.48
600738,7.05,68630,-0.04,-0.56,2.62
600737,7.37,583664,-0.04,-0.54,4.41
600736,5.92,504903,0.16,2.78,4.77
600735,15.79,46973,0.82,5.48,2.25
600734,5.86,59738,-0.05,-0.85,1.70
600733,37.19,12148,0.44,1.20,1.61
600732,7.88,115820,-0.06,-0.76,2.59
600731,9.35,21719,-0.03,-0.32,0.85
600730,12.97,82735,-0.11,-0.84,2.82
600729,22.85,66168,0.29,1.29,1.78
600728,15.32,32222,0.03,0.20,0.89
600727,6.41,49479,-0.06,-0.93,1.41
600726,4.34,126364,0.05,1.17,1.75
600725,5.14,124269,0.05,0.98,2.02
600724,5.75,146208,0.13,2.31,1.01
600723,7.58,75893,0.00,0.00,1.15
600722,5.29,71096,-0.10,-1.86,1.69
600721,10.99,57400,0.10,0.92,4.79
600720,9.11,396510,0.28,3.17,5.11
600719,9.30,26796,-0.17,-1.80,1.32
600718,15.96,377496,-0.16,-0.99,3.08
600717,15.60,308574,0.04,0.26,1.84
600716,8.79,211822,0.11,1.27,2.86
600715,18.58,19133,-0.17,-0.91,0.85
600714,11.43,76048,0.28,2.51,2.78
600713,8.09,98431,-0.09,-1.10,1.42
600712,5.41,79434,0.03,0.56,1.48
600711,0.00,0,0.00,0.00,0.00
600710,4.72,88073,0.00,0.00,1.38
600708,9.52,126614,0.05,0.53,2.49
600707,10.22,138026,-0.15,-1.45,1.88
600706,16.12,21909,-0.21,-1.29,2.56
600705,0.00,0,0.00,0.00,0.00
600704,0.00,0,0.00,0.00,0.00
600703,14.15,220965,0.15,1.07,1.02
600702,16.70,127841,0.44,2.71,3.79
600701,0.00,0,0.00,0.00,0.00
600699,0.00,0,0.00,0.00,0.00
600698,6.51,134395,-0.20,-2.98,3.13
600697,21.70,13869,-0.05,-0.23,0.89
600696,9.38,127545,-0.22,-2.29,3.75
600695,8.05,84322,0.73,9.97,2.56
600694,35.07,67716,0.17,0.49,2.31
600693,8.81,27997,-0.07,-0.79,0.82
600692,11.40,91435,0.05,0.44,3.59
600691,5.33,469169,0.14,2.70,5.20
600690,18.43,541836,0.50,2.79,1.98
600689,0.00,0,0.00,0.00,0.00
600688,4.00,1112320,0.00,0.00,4.66
600687,17.70,89513,-0.18,-1.01,3.64
600686,12.75,36018,0.11,0.87,0.81
600685,30.65,242941,2.46,8.73,5.54
600684,7.18,339073,0.12,1.70,4.77
600683,7.48,128311,0.07,0.94,1.73
600682,16.35,23427,-0.33,-1.98,0.65
600681,0.00,0,0.00,0.00,0.00
600680,17.21,16465,-0.03,-0.17,0.64
600679,14.67,24562,0.43,3.02,1.35
600678,7.34,1925,0.67,10.04,0.06
600677,16.00,145076,-0.28,-1.72,3.64
600676,8.63,107624,-0.06,-0.69,1.38
600675,6.33,628920,0.13,2.10,3.37
600674,17.82,249057,0.78,4.58,1.13
600673,16.72,98204,0.49,3.02,1.19
600671,15.64,14981,-0.23,-1.45,1.23
600668,13.91,97812,0.10,0.72,2.84
600667,5.05,198585,0.05,1.00,1.67
600666,15.56,76905,0.18,1.17,2.65
600665,4.49,185635,0.05,1.13,2.15
