002014,9.3,600,5747.4,2015-01-26 22:16:12,buy
000929,10.96,600,6773.28,2015-01-26 22:16:12,buy
600336,5.92,600,3658.56,2015-01-26 22:16:12,buy
600361,6.56,600,4054.08,2015-01-26 22:16:12,buy
002596,11.52,600,7119.36,2015-01-26 22:16:12,buy
600078,7.32,600,4523.76,2015-01-26 22:16:12,buy
600851,8.58,600,5302.44,2015-01-26 22:16:12,buy
002226,12.7,600,7848.6,2015-01-26 22:16:12,buy
000032,12.09,600,7471.62,2015-01-26 22:16:12,buy
600770,9.56,600,5908.08,2015-01-26 22:16:12,buy
000011,9.66,600,5969.88,2015-01-26 22:16:12,buy
000421,7.36,600,4548.48,2015-01-26 22:16:12,buy
002024,10.26,600,6340.68,2015-01-26 22:16:12,buy
600790,8.17,600,5049.06,2015-01-26 22:16:12,buy
002097,10.42,600,6439.56,2015-01-26 22:16:12,buy
600668,13.72,600,8478.96,2015-01-26 22:16:12,buy
002259,5.95,600,3677.1,2015-01-26 22:16:12,buy
000785,8.41,600,5197.38,2015-01-26 22:16:12,buy
600386,11.57,600,7150.26,2015-01-26 22:16:12,buy
601933,9.3,600,5747.4,2015-01-26 22:16:12,buy
600429,8.81,600,5444.58,2015-01-26 22:16:12,buy
600881,7.43,600,4591.74,2015-01-26 22:16:12,buy
000972,5.39,600,3331.02,2015-01-26 22:16:12,buy
600127,5.97,600,3689.46,2015-01-26 22:16:12,buy
002202,15.26,600,9430.68,2015-01-26 22:16:12,buy
600510,8.06,600,4981.08,2015-01-26 22:16:12,buy
600861,9.96,600,6155.28,2015-01-26 22:16:12,buy
600737,9.4,600,5809.2,2015-01-26 22:16:12,buy
000636,9.6,600,5932.8,2015-01-26 22:16:12,buy
000037,9.1,600,5623.8,2015-01-26 22:16:12,buy
600330,10.38,600,6414.84,2015-01-26 22:16:12,buy
600734,5.39,600,3331.02,2015-01-26 22:16:12,buy
002678,13.82,600,8540.76,2015-01-26 22:16:12,buy
600327,7.62,600,4709.16,2015-01-26 22:16:12,buy
002199,10.63,600,6569.34,2015-01-26 22:16:12,buy
600206,11.7,600,7230.6,2015-01-26 22:16:12,buy
002064,12.15,600,7508.7,2015-01-26 22:16:12,buy
002220,8.94,600,5524.92,2015-01-26 22:16:12,buy
600132,16.74,600,10345.32,2015-01-26 22:16:12,buy
601996,8.58,600,5302.44,2015-01-26 22:16:12,buy
601798,12.66,600,7823.88,2015-01-26 22:16:12,buy
600589,5.92,600,3658.56,2015-01-26 22:16:12,buy
600719,8.71,600,5382.78,2015-01-26 22:16:12,buy
000088,9.92,600,6130.56,2015-01-26 22:16:12,buy
600532,9.69,600,5988.42,2015-01-26 22:16:12,buy
002042,6.22,600,3843.96,2015-01-26 22:16:12,buy
600333,7.93,600,4900.74,2015-01-26 22:16:12,buy
002430,9.13,600,5642.34,2015-01-26 22:16:12,buy
600210,5.11,600,3157.98,2015-01-26 22:16:12,buy
600328,9.63,600,5951.34,2015-01-26 22:16:12,buy
600403,6.26,600,3868.68,2015-01-26 22:16:12,buy
600831,9.46,600,5846.28,2015-01-26 22:16:12,buy
002386,9.3,600,5747.4,2015-01-26 22:16:12,buy
600819,8.3,600,5129.4,2015-01-26 22:16:12,buy
600748,12.39,600,7657.02,2015-01-26 22:16:12,buy
000599,6.25,600,3862.5,2015-01-26 22:16:12,buy
002355,6.92,600,4276.56,2015-01-26 22:16:12,buy
601388,9.61,600,5938.98,2015-01-26 22:16:12,buy
000620,7.13,600,4406.34,2015-01-26 22:16:12,buy
600651,8.88,600,5487.84,2015-01-26 22:16:12,buy
600644,9.23,600,5704.14,2015-01-26 22:16:12,buy
000736,10.14,600,6266.52,2015-01-26 22:16:12,buy
600616,10.0,600,6180.0,2015-01-26 22:16:12,buy
000899,7.72,600,4770.96,2015-01-26 22:16:12,buy
002643,16.97,600,10487.46,2015-01-26 22:16:12,buy
002406,11.16,600,6896.88,2015-01-26 22:16:12,buy
000916,5.21,600,3219.78,2015-01-26 22:16:12,buy
600866,7.17,600,4431.06,2015-01-26 22:16:12,buy
002599,16.61,600,10264.98,2015-01-28 21:54:31,buy
002169,11.57,600,7150.26,2015-01-28 21:54:31,buy
600604,12.29,600,7595.22,2015-01-28 21:54:31,buy
601100,12.9,600,7972.2,2015-01-28 21:54:31,buy
000913,6.55,600,4047.9,2015-01-28 21:54:31,buy
600056,17.53,600,10833.54,2015-01-28 21:54:31,buy
002538,16.36,600,10110.48,2015-01-28 21:54:31,buy
002599,16.61,600,10264.98,2015-01-28 22:02:35,buy
002169,11.57,600,7150.26,2015-01-28 22:02:35,buy
600604,12.29,600,7595.22,2015-01-28 22:02:35,buy
601100,12.9,600,7972.2,2015-01-28 22:02:35,buy
000913,6.55,600,4047.9,2015-01-28 22:02:35,buy
600056,17.53,600,10833.54,2015-01-28 22:02:35,buy
002538,16.36,600,10110.48,2015-01-28 22:02:35,buy
600589,6.0,600,3708.0,2015-01-29 20:40:33,buy
000928,13.88,600,8577.84,2015-01-29 20:40:33,buy
600125,9.2,600,5685.6,2015-01-29 20:40:33,buy
002317,19.79,600,12230.22,2015-01-29 20:40:33,buy
600598,11.7,600,7230.6,2015-01-29 20:40:33,buy
000042,14.38,600,8886.84,2015-01-29 20:40:33,buy
000619,9.88,600,6105.84,2015-01-29 20:40:33,buy
600239,7.01,600,4332.18,2015-01-29 20:40:33,buy
600493,8.83,600,5456.94,2015-01-29 20:40:33,buy
600097,15.16,600,9368.88,2015-01-29 20:40:33,buy
000875,4.83,600,2984.94,2015-01-29 20:40:33,buy
002225,7.29,600,4505.22,2015-01-29 20:40:33,buy
002433,12.4,600,7663.2,2015-01-29 20:40:33,buy
200613,6.58,600,4066.44,2015-01-29 20:40:33,buy
600217,9.76,600,6031.68,2015-01-29 20:40:33,buy
600469,15.3,600,9455.4,2015-01-29 20:40:33,buy
002247,10.75,600,6643.5,2015-01-29 20:40:33,buy
600744,4.89,600,3022.02,2015-01-29 20:40:33,buy
002468,15.9,600,9826.2,2015-01-29 20:40:33,buy
600630,13.57,600,8386.26,2015-01-29 20:40:33,buy
600131,6.64,600,4103.52,2015-01-29 20:40:33,buy
000560,17.97,600,11105.46,2015-01-29 20:40:33,buy
002407,18.65,600,11525.7,2015-01-29 20:40:33,buy
002206,9.55,600,5901.9,2015-01-29 20:40:33,buy
600488,5.96,600,3683.28,2015-01-29 20:40:33,buy
000012,9.13,600,5642.34,2015-01-29 20:40:33,buy
000610,10.98,600,6785.64,2015-01-29 20:40:33,buy
000737,5.51,600,3405.18,2015-01-29 20:40:33,buy
