600792,7.11,600,4393.98,2015-01-14 22:02:39,buy
002243,7.64,600,4721.52,2015-01-14 22:02:39,buy
002348,8.21,600,5073.78,2015-01-14 22:02:39,buy
000727,7.24,600,4474.32,2015-01-14 22:02:39,buy
600790,7.86,600,4857.48,2015-01-14 22:02:39,buy
000096,7.29,600,4505.22,2015-01-14 22:02:39,buy
000861,7.46,600,4610.28,2015-01-14 22:02:39,buy
002102,8.51,600,5259.18,2015-01-14 22:02:39,buy
603399,10.11,600,6247.98,2015-01-14 22:02:39,buy
000056,13.1,600,8095.8,2015-01-14 22:02:39,buy
002549,13.45,600,8312.1,2015-01-14 22:02:39,buy
002296,15.39,600,9511.02,2015-01-14 22:02:39,buy
600769,7.17,600,4431.06,2015-01-14 22:02:39,buy
600378,13.27,600,8200.86,2015-01-14 22:02:39,buy
002289,19.41,600,11995.38,2015-01-14 22:02:39,buy
600490,10.07,600,6223.26,2015-01-14 22:02:39,buy
600182,15.84,600,9789.12,2015-01-14 22:02:39,buy
000409,10.0,600,6180.0,2015-01-14 22:02:39,buy
600602,6.53,600,4035.54,2015-01-14 22:02:39,buy
600429,8.39,600,5185.02,2015-01-14 22:02:39,buy
600505,9.12,600,5636.16,2015-01-14 22:02:39,buy
000751,5.68,600,3510.24,2015-01-14 22:02:39,buy
600110,6.0,600,3708.0,2015-01-14 22:02:39,buy
000980,5.76,600,3559.68,2015-01-14 22:02:39,buy
002552,8.6,600,5314.8,2015-01-14 22:02:39,buy
002505,6.61,600,4084.98,2015-01-14 22:02:39,buy
000688,6.96,600,4301.28,2015-01-14 22:02:39,buy
000751,5.73,600,3541.14,2015-01-15 19:53:07,buy
002243,7.7,600,4758.6,2015-01-15 19:53:07,buy
002549,13.46,600,8318.28,2015-01-15 19:53:07,buy
600505,9.14,600,5648.52,2015-01-15 19:53:07,buy
000688,7.02,600,4338.36,2015-01-15 19:53:07,buy
000056,13.23,600,8176.14,2015-01-15 19:53:07,buy
600769,7.2,600,4449.6,2015-01-15 19:53:07,buy
000952,10.17,600,6285.06,2015-01-15 19:53:07,buy
600206,11.13,600,6878.34,2015-01-15 19:53:07,buy
600490,10.07,600,6223.26,2015-01-15 19:53:07,buy
002348,8.15,600,5036.7,2015-01-15 19:53:07,buy
002348,8.15,600,5036.7,2015-01-16 23:30:05,buy
600602,6.61,600,4084.98,2015-01-16 23:30:05,buy
002552,8.7,600,5376.6,2015-01-16 23:30:05,buy
600110,6.13,600,3788.34,2015-01-16 23:30:05,buy
002476,7.99,600,4937.82,2015-01-16 23:30:05,buy
000688,7.02,600,4338.36,2015-01-16 23:30:05,buy
600719,8.39,600,5185.02,2015-01-16 23:30:05,buy
600505,9.14,600,5648.52,2015-01-16 23:30:05,buy
603399,10.22,600,6315.96,2015-01-16 23:30:05,buy
600769,7.2,600,4449.6,2015-01-16 23:30:05,buy
601579,11.91,600,7360.38,2015-01-16 23:30:05,buy
600206,11.13,600,6878.34,2015-01-16 23:30:05,buy
002549,13.46,600,8318.28,2015-01-16 23:30:05,buy
000056,13.23,600,8176.14,2015-01-16 23:30:05,buy
000980,5.82,600,3596.76,2015-01-16 23:30:05,buy
600654,9.83,600,6074.94,2015-01-16 23:30:05,buy
600429,8.42,600,5203.56,2015-01-16 23:30:05,buy
600969,15.01,600,9276.18,2015-01-16 23:30:05,buy
000751,5.73,600,3541.14,2015-01-16 23:30:05,buy
002505,6.64,600,4103.52,2015-01-16 23:30:05,buy
600490,10.07,600,6223.26,2015-01-16 23:30:05,buy
000952,10.17,600,6285.06,2015-01-16 23:30:05,buy
002549,13.54,600,8367.72,2015-01-17 14:53:12,buy
603077,9.51,600,5877.18,2015-01-17 14:53:12,buy
600206,11.28,600,6971.04,2015-01-17 14:53:12,buy
000688,7.08,600,4375.44,2015-01-17 14:53:12,buy
000056,13.28,600,8207.04,2015-01-17 14:53:12,buy
600490,10.28,600,6353.04,2015-01-17 14:53:12,buy
600505,9.15,600,5654.7,2015-01-17 14:53:12,buy
000751,5.78,600,3572.04,2015-01-17 14:53:12,buy
002348,8.29,600,5123.22,2015-01-17 14:53:12,buy
002476,7.99,600,4937.82,2015-01-17 14:53:12,buy
002243,7.85,600,4851.3,2015-01-17 14:53:12,buy
600343,19.52,600,12063.36,2015-01-21 23:21:50,buy
601258,6.38,600,3942.84,2015-01-21 23:21:50,buy
002546,13.51,600,8349.18,2015-01-21 23:21:50,buy
002020,19.59,600,12106.62,2015-01-21 23:21:50,buy
002317,19.79,600,12230.22,2015-01-21 23:21:50,buy
000150,18.5,600,11433.0,2015-01-21 23:21:50,buy
002569,18.21,600,11253.78,2015-01-21 23:21:50,buy
002385,15.92,600,9838.56,2015-01-21 23:21:50,buy
002452,17.8,600,11000.4,2015-01-21 23:21:50,buy
000978,9.63,600,5951.34,2015-01-21 23:21:50,buy
002568,19.89,600,12292.02,2015-01-21 23:21:50,buy
002369,10.51,600,6495.18,2015-01-21 23:21:50,buy
002567,9.37,600,5790.66,2015-01-21 23:21:50,buy
603100,15.81,600,9770.58,2015-01-21 23:21:50,buy
002533,7.02,600,4338.36,2015-01-21 23:21:50,buy
000733,15.73,600,9721.14,2015-01-21 23:21:50,buy
600433,12.59,600,7780.62,2015-01-21 23:21:50,buy
000038,18.75,600,11587.5,2015-01-21 23:21:50,buy
600119,15.49,600,9572.82,2015-01-21 23:21:50,buy
002671,10.2,600,6303.6,2015-01-21 23:21:50,buy
002033,15.94,600,9850.92,2015-01-21 23:21:50,buy
600138,17.86,600,11037.48,2015-01-21 23:21:50,buy
000639,17.99,600,11117.82,2015-01-21 23:21:50,buy
300077,19.71,600,12180.78,2015-01-21 23:21:50,buy
000566,17.91,600,11068.38,2015-01-21 23:21:50,buy
002348,8.96,600,5537.28,2015-01-21 23:21:50,buy
002478,11.95,600,7385.1,2015-01-21 23:21:50,buy
000697,18.16,600,11222.88,2015-01-21 23:21:50,buy
002433,12.4,600,7663.2,2015-01-21 23:21:50,buy
600305,18.29,600,11303.22,2015-01-21 23:21:50,buy
600833,13.28,600,8207.04,2015-01-21 23:21:50,buy
002228,13.5,600,8343.0,2015-01-21 23:21:50,buy
002395,11.77,600,7273.86,2015-01-21 23:21:50,buy
300141,13.7,600,8466.6,2015-01-21 23:21:50,buy
002562,13.34,600,8244.12,2015-01-21 23:21:50,buy
002231,8.48,600,5240.64,2015-01-21 23:21:50,buy
000782,7.66,600,4733.88,2015-01-21 23:21:50,buy
002141,14.81,600,9152.58,2015-01-21 23:21:50,buy
002538,16.36,600,10110.48,2015-01-21 23:21:50,buy
600080,10.97,600,6779.46,2015-01-21 23:21:50,buy
002669,14.36,600,8874.48,2015-01-21 23:21:50,buy
002367,12.12,600,7490.16,2015-01-21 23:21:50,buy
000416,9.88,600,6105.84,2015-01-21 23:21:50,buy
002119,12.97,600,8015.46,2015-01-21 23:21:50,buy
600243,7.92,600,4894.56,2015-01-21 23:21:50,buy
300067,11.63,600,7187.34,2015-01-21 23:21:50,buy
002692,12.56,600,7762.08,2015-01-21 23:21:50,buy
600663,19.5,600,12051.0,2015-01-21 23:21:50,buy
300175,7.8,600,4820.4,2015-01-21 23:21:50,buy
200530,7.34,600,4536.12,2015-01-21 23:21:50,buy
002530,8.35,600,5160.3,2015-01-21 23:21:50,buy
300089,13.27,600,8200.86,2015-01-21 23:21:50,buy
300197,16.44,600,10159.92,2015-01-21 23:21:50,buy
300040,8.37,600,5172.66,2015-01-21 23:21:50,buy
600883,9.08,600,5611.44,2015-01-21 23:21:50,buy
600184,19.18,600,11853.24,2015-01-21 23:21:50,buy
000933,5.66,600,3497.88,2015-01-24 19:04:10,buy
601898,6.65,600,4109.7,2015-01-24 19:04:10,buy
600395,11.58,600,7156.44,2015-01-24 19:04:10,buy
600997,6.93,600,4282.74,2015-01-24 19:04:10,buy
000758,14.36,600,8874.48,2015-01-24 19:04:10,buy
601100,12.82,600,7922.76,2015-01-24 19:04:10,buy
000933,5.66,600,3497.88,2015-01-24 19:07:11,buy
601898,6.65,600,4109.7,2015-01-24 19:07:11,buy
600395,11.58,600,7156.44,2015-01-24 19:07:11,buy
600997,6.93,600,4282.74,2015-01-24 19:07:11,buy
000758,14.36,600,8874.48,2015-01-24 19:07:11,buy
601100,12.82,600,7922.76,2015-01-24 19:07:11,buy
